#ClinGen Gene Curation Results
#24 Nov,2021
#Genomic Locations are reported on GRCh37 (hg19): GCF_000001405.13
#https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen
#to create link: https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=Gene Symbol
#Gene Symbol	Gene ID	cytoBand	Genomic Location	Haploinsufficiency Score	Haploinsufficiency Description	Haploinsufficiency PMID1	Haploinsufficiency PMID2	Haploinsufficiency PMID3	Haploinsufficiency PMID4	Haploinsufficiency PMID5	Haploinsufficiency PMID6	Triplosensitivity Score	Triplosensitivity Description	Triplosensitivity PMID1	Triplosensitivity PMID2	Triplosensitivity PMID3	Triplosensitivity PMID4	Triplosensitivity PMID5	Triplosensitivity PMID6	Date Last Evaluated	Loss phenotype OMIM ID	Triplosensitive phenotype OMIM ID
GLIS3	169792	9p24.2	chr9:3824128-4300035	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	610199	
GLMN	11146	1p22.1	chr1:92711955-92764566	3	Sufficient evidence for dosage pathogenicity	11845407	15689436	22092580				0	No evidence available							2013-07-18	138000	
GLRB	2743	4q32.1	chr4:157997277-158093242	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	614619	
GLUL	2752	1q25.3	chr1:182347228-182361341	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-06-04	610015	
GMPPA	29926	2q35	chr2:220363587-220371718	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	615510	
GNAI3	2773	1p13.3	chr1:110091186-110138465	0	No evidence available							0	No evidence available							2013-07-18		
GNAS	2778	20q13.32	chr20:57414773-57486251	3	Sufficient evidence for dosage pathogenicity	9876352	11095461	11600516				0	No evidence available							2021-01-12		
GNB1	2782	1p36.33	chr1:1716724-1822556	1	Little evidence for dosage pathogenicity	28087732						0	No evidence available							2019-01-23	616973	
GNPAT	8443	1q42.2	chr1:231376919-231413719	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	222765	
GNRH1	2796	8p21.2	chr8:25276774-25282556	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	614841	
GNS	2799	12q14.3	chr12:65107222-65153226	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	252940	
GOLGA2P2Y	84559	Yq11.23	chrY:26356114-26360978	0	No evidence available							0	No evidence available							2012-08-22		
GORAB	92344	1q24.2	chr1:170501263-170522974	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	231070	
GP1BB	2812	22q11.21	chr22:19711066-19712297	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	231200	
GP6	51206	19q13.42	chr19:55525073-55549632	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	614201	
GPC3	2719	Xq26.2	chrX:132669773-133119673	3	Sufficient evidence for dosage pathogenicity	30447178	21362501	10814714				0	No evidence available							2021-01-27	312870	
GPC5	2262	13q31.3	chr13:92050873-93519490	0	No evidence available							0	No evidence available							2012-03-08		
GPC6	10082	13q31.3-q32.1	chr13:93879061-95060274	30	Gene associated with autosomal recessive phenotype							0	No evidence available	19941983						2011-11-17	258315	
GPD1	2819	12q13.12	chr12:50497602-50505103	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	614480	
GPHN	10243	14q23.3-q24.1	chr14:66974125-67648525	2	Some evidence for dosage pathogenicity	23393157	24561070	24643514				0	No evidence available							2014-08-28		
GPIHBP1	338328	8q24.3	chr8:144295068-144299044	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	615947	
GPR148	344561	2q21.1	chr2:131486643-131487909	0	No evidence available							0	No evidence available							2018-04-05		
GPR179	440435	17q12	chr17:36481493-36499693	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	614565	
GPSM2	29899	1p13.3	chr1:109419603-109476957	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	604213	
GPX4	2879	19p13.3	chr19:1103925-1106788	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	250220	
GRB10	2887	7p12.1	chr7:50657760-50861159	0	No evidence available							0	No evidence available							2012-03-23		
GREM1	26585	15q13.3	chr15:33010205-33026870	0	No evidence available							0	No evidence available							2020-08-20		
GRHPR	9380	9p13.2	chr9:37422707-37436986	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	260000	
GRIA3	2892	Xq25	chrX:122318096-122624766	2	Some evidence for dosage pathogenicity	17568425	19449417	17989220				0	No evidence available							2019-10-23	300699	
GRID1	2894	10q23.1-q23.2	chr10:87359312-88126250	0	No evidence available							0	No evidence available							2011-12-21		
GRIK2	2898	6q16.3	chr6:101846861-102517958	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-09-05	611092	
GRIN2A	2903	16p13.2	chr16:9847261-10276611	1	Little evidence for dosage pathogenicity	20890276						0	No evidence available							2013-06-19	613971	
GRIN2B	2904	12p13.1	chr12:13714410-14133022	3	Sufficient evidence for dosage pathogenicity	23160955	20890276	28377535				0	No evidence available							2019-09-25	613970	
GRIN3B	116444	19p13.3	chr19:1000418-1009731	40	Dosage sensitivity unlikely	32487729	22344438	28406212	25807282	32461654		0	No evidence available							2021-02-02		
GRIP1	23426	12q14.3	chr12:66741211-67072925	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-07-10	219000	
GRM1	2911	6q24.3	chr6:146348918-146758734	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	614831	
GRM6	2916	5q35.3	chr5:178405328-178422124	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	257270	
GRXCR1	389207	4p13	chr4:42895283-43032675	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2018-03-06	613285	
GTF2H5	404672	6q25.3	chr6:158589379-158620376	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	616395	
GTF2I	2969	7q11.23	chr7:74071991-74175022	0	No evidence available							0	No evidence available							2012-08-08		
GTF2IRD1	9569	7q11.23	chr7:73868120-74016931	0	No evidence available							0	No evidence available							2012-10-10		
GTF2IRD2	84163	7q11.23	chr7:74210483-74267872	0	No evidence available							0	No evidence available							2013-12-04		
GUCA1C	9626	3q13.13	chr3:108626642-108672677	40	Dosage sensitivity unlikely	32487729	22344438	25807282	32461654			0	No evidence available							2021-02-02		
GUCY2C	2984	12p12.3	chr12:14765566-14849519	0	No evidence available							0	No evidence available							2013-09-18		
GUSB	2990	7q11.21	chr7:65425671-65447301	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-10-11	253220	
GYS2	2998	12p12.1	chr12:21689123-21757781	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	240600	
H1-4	3008	6p22.2	chr6:26156559-26157343	3	Sufficient evidence for dosage pathogenicity	28475857	29704315	29383847				0	No evidence available							2019-06-26	617537	
H19	283120	11p15.5	chr11:2016406-2022696	0	No evidence available							0	No evidence available							2012-03-22		
H6PD	9563	1p36.22	chr1:9294863-9331396	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	604931	
HBA1	3039	16p13.3	chr16:226650-227521	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-04-19	604131	
HBA2	3040	16p13.3	chr16:222846-223709	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-07-06	604131	
HDAC4	9759	2q37.3	chr2:239969864-240322643	1	Little evidence for dosage pathogenicity	20691407						0	No evidence available							2011-11-07	600430	
HDAC8	55869	Xq13.1	chrX:71549366-71792953	3	Sufficient evidence for dosage pathogenicity	22885700	24403048	26671848				0	No evidence available							2018-03-28	300882	
HEXB	3074	5q13.3	chr5:73935848-74017113	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	268800	
HFE	3077	6p22.2	chr6:26087509-26095469	30	Gene associated with autosomal recessive phenotype	18809761						0	No evidence available							2016-11-10	235200	
HFM1	164045	1p22.2	chr1:91726323-91870426	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	615724	
HGF	3082	7q21.11	chr7:81328324-81399514	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	608265	
HGSNAT	138050	8p11.21-p11.1	chr8:42995592-43057970	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	252930	
HIRA	7290	22q11.21	chr22:19318224-19419219	0	No evidence available							0	No evidence available							2012-08-28		
HIVEP2	3097	6q24.2	chr6:143072604-143266338	3	Sufficient evidence for dosage pathogenicity	27003583	26153216	23020937				0	No evidence available							2018-04-25	616977	
HIVEP3	59269	1p34.2	chr1:41972036-42501596	1	Little evidence for dosage pathogenicity	29302074	27824329	25849321				0	No evidence available							2019-01-23		
HJV	148738	1q21.1	chr1:145413191-145417545	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	602390	
HLCS	3141	21q22.13	chr21:38123189-38362545	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	253270	
HMBS	3145	11q23.3	chr11:118955587-118964259	3	Sufficient evidence for dosage pathogenicity	19460837	12372055	10790212				0	No evidence available							2020-01-08	176000	
HMGA2	8091	12q14.3	chr12:66218240-66360071	1	Little evidence for dosage pathogenicity	21803798	25809938	29655892	28796236	32421827	33482836	0	No evidence available	31900140						2021-09-14	618908	
HNF1B	6928	17q12	chr17:36046434-36105069	3	Sufficient evidence for dosage pathogenicity	10720943	15068978	9398836				0	No evidence available							2020-12-21	137920	
HNRNPK	3190	9q21.32	chr9:86582998-86595697	3	Sufficient evidence for dosage pathogenicity	26173930	26954065					0	No evidence available							2016-08-11	616580	
HOXD13	3239	2q31.1	chr2:176957532-176960666	3	Sufficient evidence for dosage pathogenicity	31611522	22233338	9758628				0	No evidence available							2020-09-23	186000	
HOXD9	3235	2q31.1	chr2:176987413-176989645	0	No evidence available							0	No evidence available							2012-02-22		
HPGD	3248	4q34.1	chr4:175411328-175444049	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	259100	
HPRT1	3251	Xq26.2-q26.3	chrX:133594175-133634698	3	Sufficient evidence for dosage pathogenicity	11018746						0	No evidence available							2021-01-13	300322	
HPS1	3257	10q24.2	chr10:100175955-100206720	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	203300	
HPS3	84343	3q24	chr3:148847371-148890983	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	614072	
HPSE2	60495	10q24.2	chr10:100216834-100995632	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-03-11	236730	
HRAS	3265	11p15.5	chr11:532242-535567	0	No evidence available							0	No evidence available							2015-10-15		
HSD17B10	3028	Xp11.22	chrX:53458206-53461323	0	No evidence available							0	No evidence available							2012-09-06		
HSD17B13	345275	4q22.1	chr4:88224941-88244058	40	Dosage sensitivity unlikely	32487729	22344438	26940866	32461654			0	No evidence available							2021-02-02		
HSD17B3	3293	9q22.32	chr9:98997589-99064434	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	264300	
HSD17B4	3295	5q23.1	chr5:118788138-118878030	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2018-03-06	233400	
HSD3B7	80270	16p11.2	chr16:30996519-31000473	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	607765	
HSPG2	3339	1p36.12	chr1:22148725-22263790	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-06-02	255800	
HTN3	3347	4q13.3	chr4:70894130-70902255	40	Dosage sensitivity unlikely	32487729	22344438	32461654				0	No evidence available							2021-02-02		
HUWE1	10075	Xp11.22	chrX:53559057-53713674	0	No evidence available							0	No evidence available							2018-09-26	300706	300706
HYLS1	219844	11q24.2	chr11:125753509-125770541	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	236680	
HYMAI	57061	6q24.2	chr6:144326053-144329867	0	No evidence available							0	No evidence available							2012-09-06		
IDS	3423	Xq28	chrX:148558521-148586884	3	Sufficient evidence for dosage pathogenicity	22976768	24125893					0	No evidence available							2020-11-10	309900	
IDUA	3425	4p16.3	chr4:980785-998345	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22		
IFT140	9742	16p13.3	chr16:1560428-1662109	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	266920	
IFT27	11020	22q12.3	chr22:37154246-37172177	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	615996	
IFT43	112752	14q24.3	chr14:76452096-76550416	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	614099	
IGF1R	3480	15q26.3	chr15:99191768-99507759	3	Sufficient evidence for dosage pathogenicity	14657428	19240156	21811077				0	No evidence available							2012-08-23	270450	
IGF2	3481	11p15.5	chr11:2150342-2170833	0	No evidence available							0	No evidence available							2012-03-22		
IGF2R	3482	6q25.3	chr6:160390131-160532536	0	No evidence available							0	No evidence available							2012-06-07		
IGHMBP2	3508	11q13.3	chr11:68671319-68708069	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	604320	
IGLL1	3543	22q11.23	chr22:23915312-23922495	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	613500	
IKBKG	8517	Xq28	chrX:153770455-153793261	3	Sufficient evidence for dosage pathogenicity	15229184	10839543	22121116				0	No evidence available	24721901						2020-11-10	308300	
IL10RA	3587	11q23.3	chr11:117857106-117872198	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	613148	
IL17RA	23765	22q11.1	chr22:17565849-17596584	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	613953	
IL1RAPL1	11141	Xp21.3-p21.2	chrX:28605681-29974017	3	Sufficient evidence for dosage pathogenicity	22031302	21933724	21271657				0	No evidence available							2012-08-23	300143	
IL21R	50615	16p12.1	chr16:27413483-27463363	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	615207	
