Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
ITCH	gene	ITCH	ESID Registry 20171117;Expert Review Green;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Other;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Autoimmune disease, multisystem, with facial dysmorphism, 613385;Autoimmune polyendocrinopathy candidiasis ectodermal dystrophy (APECED);Syndromic multisystem autoimmune disease due to Itch deficiency;Early-onset chronic lung disease (interstitial pneumonitis), autoimmunity (thyroiditis, type I diabetes, chronic diarrhea/enteropathy, and hepatitis), failure to thrive, developmental delay, dysmorphic facial features;Diseases of Immune Dysregulation				30705142;20962770;26854353;20170897;19592251;27322655		False	3	100;0;0	2.465	False		ENSG00000078747	ENSG00000078747	HGNC:13890													
ITGB2	gene	ITGB2	ESID Registry 20171117;Expert Review Green;GOSH PID v.8.0;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Leukocyte adhesion deficiency, 116920;LAD;Leukocyte adhesion deficiency type I;Delayed cord separation, skin ulcers, periodontitis, leukocytosis;Congenital defects of phagocyte number or function				1968911;1694220;1346613;7472832		False	3	100;0;0	2.465	False		ENSG00000160255	ENSG00000160255	HGNC:6155													
ITK	gene	ITK	Combined B and T cell defect v1.12;ESID Registry 20171117;Expert Review Green;GOSH PID v.8.0;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Other;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Lymphoproliferative syndrome 1;Combined immunodeficiency;ITK deficiency (HLH phenotype);EBV viraemia, HLH;EBV associated B cell lymphoproliferation, lymphoma, Nl or low IgG;Diseases of Immune Dysregulation				29867957;22289921;21109689;19425169		False	3	100;0;0	2.465	False		ENSG00000113263	ENSG00000113263	HGNC:6171													
JAGN1	gene	JAGN1	ESID Registry 20171117;Expert Review Green;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Neutropenia, severe congenital;Congenital neutropenia;Neutropenia, severe congenital, 6, autosomal recessive,616022;severe congenital neutropenia;Myeloid maturation arrest, osteopenia;Congenital defects of phagocyte number or function				25129144		False	3	100;0;0	2.465	False		ENSG00000171135	ENSG00000171135	HGNC:26926													
JAK3	gene	JAK3	ESID Registry 20171117;Expert Review Green;GOSH PID v.8.0;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Other;SCID v1.6;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	SCID, autosomal recessive, T-negative/B-positive type;Severe Combined Immune Deficiency;T-B+ SCID;Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-Negative, B Cell-Positive, Nk Cell-Negative;JAK3 deficiency;Atypical Severe Combined Immunodeficiency (Atypical SCID);Omenn syndrome;Severe combined immunodeficiency (SCID);Low NK;Immunodeficiencies affecting cellular and humoral immunity				7481768;7659163		False	3	100;0;0	2.465	False		ENSG00000105639	ENSG00000105639	HGNC:6193													
LAMTOR2	gene	LAMTOR2	ESID Registry 20171117;Expert Review Green;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Immunodeficiency due to defect in MAPBP-interacting protein, 610798;Congenital neutropenia;Primary immunodeficiency syndrome due to p14 deficiency;Neutropenia, Hypogammaglobulinemia CD8 cytotoxicity, partial albinism, growth failure;Congenital defects of phagocyte number or function				17195838;24092934;22427693;28593997		False	3	80;20;0	2.465	False		ENSG00000116586	ENSG00000116586	HGNC:29796													
LAT	gene	LAT	A- or hypo-gammaglobulinaemia v1.25;Combined B and T cell defect v1.12;Expert Review Green;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Other;SCID v1.6	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Immunodeficiency 52, 617514;Adenopathy, splenomegaly, recurrent infections, autoimmunity;Immunodeficiencies affecting cellular and humoral immunity				27522155; 27242165		False	3	100;0;0	2.465	False		ENSG00000213658	ENSG00000213658	HGNC:18874													
LCK	gene	LCK	ESID Registry 20171117;Expert Review Green;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Other;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Immunodeficiency 22, 615758;LCK deficiency;Combined immunodeficiency;Severe combined immunodeficiency due to LCK deficiency;Recurrent infections, immune dysregulation, autoimmunity;Immunodeficiencies affecting cellular and humoral immunity				22985903;11351273;9664084		False	3	100;0;0	2.465	False		ENSG00000182866	ENSG00000182866	HGNC:6524													
LIG4	gene	LIG4	Combined B and T cell defect v1.12;ESID Registry 20171117;Expert Review Green;GOSH PID v.8.0;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Other;SCID v1.6;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	LIG4 syndrome, 606593{Multiple myeloma, resistance to}, 254500;Severe combined immunodeficiency with sensitivity to ionizing radiation, 602450;Severe Combined Immunodeficiency with Sensitivity to Ionizing Radiation;T-B- SCID;T-B+ SCID;LIG4 syndrome;Combined immunodeficiency;Severe combined immunodeficiency (SCID);DNA ligase IV deficiency;Nl NK, radiation sensitive, microcephaly;Immunodeficiencies affecting cellular and humoral immunity				20113890;16357942		False	3	100;0;0	2.465	False		ENSG00000174405	ENSG00000174405	HGNC:6601													
LPIN2	gene	LPIN2	ESID Registry 20171117;Expert Review Green;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Other;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Majeed syndrome 609628;Other autoinflammatory diseases with known genetic defect;Chronic recurrent multifocal osteomyelitis, transfusion-dependent anemia, cutaneous inflammatory disorders;Autoinflammatory Disorders				2809904;27252506;29387759;10969284;17330256;15994876;27860302		False	3	100;0;0	2.465	False		ENSG00000101577	ENSG00000101577	HGNC:14450													
LRBA	gene	LRBA	ESID Registry 20171117;Expert Review Green;GOSH PID v.8.0;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Other;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Immunodeficiency, common variable, 8, with autoimmunity, 614700;Unclassified antibody deficiency;Recurrent infections, inflammatory bowel disease, autoimmunity, EBV infections;Diseases of Immune Dysregulation				26768763;25468195;25931386;22608502;22721650;26707784		False	3	100;0;0	2.465	False		ENSG00000198589	ENSG00000198589	HGNC:1742													
LYST	gene	LYST	ESID Registry 20171117;Expert Review Green;GOSH PID v.8.0;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Other;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Chediak-Higashi syndrome 214500;Chediak Higashi syndrome;Partial albinism, recurrent infections, fever, HSM, HLH, giant lysosomes, neutropenia, cytopenias, bleeding tendency, progressive neurological dysfunction;Diseases of Immune Dysregulation				9215679;18043242;8717042;9215680;10482950;8896560;26944273;29939658		False	3	100;0;0	2.465	False		ENSG00000143669	ENSG00000143669	HGNC:1968													
MAGT1	gene	MAGT1	Combined B and T cell defect v1.12;ESID Registry 20171117;Expert Review Green;GOSH PID v.8.0;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Other;Victorian Clinical Genetics Services	Primary immunodeficiency			X-LINKED: hemizygous mutation in males, biallelic mutations in females	Immunodeficiency, X-linked, with magnesium defect, Epstein-Barr virus infection and neoplasia 300853;Chronic active EBV, lymphoproliferation, combined immunodeficiency, impaired t cell function;XMEN syndrome;Immunodeficiency, X-linked, with magnesium defect;Epstein-Barr virus infection and neoplasia (XMEN);Combined immunodeficiency;EBV infection, lymphoma, viral infections, respiratory and GI infections;Diseases of Immune Dysregulation				25205404;27095930;25956530;23846901;21796205;25504528;29635109;23871722;21983175;24550228		False	3	100;0;0	2.465	False		ENSG00000102158	ENSG00000102158	HGNC:28880													
MALT1	gene	MALT1	ESID Registry 20171117;Expert Review Green;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Other;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Immunodeficiency 12 615468;Combined immunodeficiency;Bacterial, fungal and viral infections;Immunodeficiencies affecting cellular and humoral immunity				25627829;23727036;24332264		False	3	100;0;0	2.465	False		ENSG00000172175	ENSG00000172175	HGNC:6819													
MAP3K14	gene	MAP3K14	Expert Review Green;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Other;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Recessive Atypical Combined Immunodeficiency;Primary Immunodeficiency with Multifaceted Aberrant Lymphoid Immunity;Low NK number and function, recurrent bacterial, viral and Cryptosporidium infections;Immunodeficiencies affecting cellular and humoral immunity				29230214;25406581;29259025		False	3	100;0;0	2.465	False		ENSG00000006062	ENSG00000006062	HGNC:6853													
MCM4	gene	MCM4	ESID Registry 20171117;Expert Review Green;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Immunodeficiency 54, 609981;Natural killer cell and glucocorticoid deficiency with DNA repair defect;Predisposition to several viral infection;MCM4 deficiency;NK cells: low number and function. Viral infections (EBV, HSV, VZV),  short stature, B cell lymphoma, adrenal failure;Combined immunodeficiencies with associated or syndromic features				22354167;22354170;22499342;16532402		False	3	80;20;0	2.465	False		ENSG00000104738	ENSG00000104738	HGNC:6947													
MEFV	gene	MEFV	ESID Registry 20171117;Expert Review Green;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Other;Victorian Clinical Genetics Services	Primary immunodeficiency			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Familial Mediterranean fever, AD 134610;Familial Mediterranean fever, AR 249100;Familial mediterranean fever defect;Recurrent fever, serositis and inflammation responsive to colchicine. Predisoposes to vasculitis and inflammatory bowel disease.;Autoinflammatory Disorders				9288094;9668175;14679589;10090880;9266193;10787449;11903360;15643295;11242116		False	3	100;0;0	2.465	False		ENSG00000103313	ENSG00000103313	HGNC:6998													
MOGS	gene	MOGS	Expert Review Green;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Congenital disorder of glycosylation, type IIb 606056;Bacterial and viral  infections,  severe neurologic disease, also  known as congenital disorder of glycosylation type IIb (CDG-IIb);Predominantly Antibody Deficiencies				29235540;10788335;24716661		False	3	100;0;0	2.465	False		ENSG00000115275	ENSG00000115275	HGNC:24862													
MSN	gene	MSN	ESID Registry 20171117;Expert Review Green;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Other	Primary immunodeficiency			X-LINKED: hemizygous mutation in males, biallelic mutations in females	Combined immunodeficiency;Immunodeficiency 50, 300988;Recurrent infections with bacteria, varicella, neutropenia;Immunodeficiencies affecting cellular and humoral immunity				29556235;27405666		False	3	100;0;0	2.465	False		ENSG00000147065	ENSG00000147065	HGNC:7373													
MTHFD1	gene	MTHFD1	ESID Registry 20171117;Expert Review Green;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Other;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Combined immunodeficiency and megaloblastic anemia with or without hyperhomocysteinemia 617780;Defects of Vitamin B12 and Folate metabolism;Recurrent bacterial infection, Pneumocystis jirovecii, megaloblastic anemia, failure to thrive, neutropenia, seizures, intellectual disability, folate-responsive;Combined immunodeficiencies with associated or syndromic features				27707659;25633902;21813566;9611072;12384833		False	3	100;0;0	2.465	False		ENSG00000100714	ENSG00000100714	HGNC:7432													
MVK	gene	MVK	ESID Registry 20171117;Expert Review Green;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Other;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Hyper-IgD syndrome 260920;Mevalonic aciduria 610377;Hyper IgD syndrome (MVK);Periodic fever and leukocytosis with high IgD levels;Autoinflammatory Disorders				19011501;16435210;22038276;21708801;10369261		False	3	100;0;0	2.465	False		ENSG00000110921	ENSG00000110921	HGNC:7530													
MYD88	gene	MYD88	A- or hypo-gammaglobulinaemia v1.25;ESID Registry 20171117;Expert Review Green;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Pyogenic bacterial infections, recurrent, due to MYD88 deficiency 612260;Defects of TLR/NFkappa-B signalling;recurrent pyogenic bacterial infection;Bacterial infections (pyogens);Defects in Intrinsic and Innate Immunity				18669862;23215570		False	3	80;0;20	2.465	False		ENSG00000172936	ENSG00000172936	HGNC:7562													
MYO5B	gene	MYO5B	Expert Review Green;GOSH PID v.8.0;London North GLH;NHS GMS;North West GLH	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Microvillus inclusion disease 251850				18724368;19006234		False	3	80;0;20	2.465	False		ENSG00000167306	ENSG00000167306	HGNC:7603													
MYSM1	gene	MYSM1	ESID Registry 20171117;Expert Review Green;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Other	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	MYSM1 deficiency;Bone marrow failure;neurodevelopmental delay;mid-face hypoplasia;immunodeficiency;Short stature, recurrent infections, congenital bone marrow failure, myelodysplasia, immunodeficiency affecting B-cells and granulocytes, skeletal anomalies, cataracts,  developmental delay.;Combined immunodeficiencies with associated or syndromic features				26474655;26220525;24288411;28446309;28115216;22184403		False	3	100;0;0	2.465	False		ENSG00000162601	ENSG00000162601	HGNC:29401													
NBN	gene	NBN	ESID Registry 20171117;Expert Review Green;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Nijmegen breakage syndrome 251260;Nijmegen breakage syndrome (NBS1);Aplastic anemia 609135;Microcephaly, dysmorphic facies, lymphomas, solid tumors, increased radiosensitivity, chromosomal instability;Combined immunodeficiencies with associated or syndromic features				9590180;11325820;12447395;16415040		False	3	100;0;0	2.465	False		ENSG00000104320	ENSG00000104320	HGNC:7652													
